p_clia_num,p_clia_cert_li_num,p_clia_cert_ty_cd,p_clia_cert_beg_dt,p_clia_cert_end_dt,p_clia_lab_ty_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,p_clia_cert_seq_num
01D0299895,10,3,1995-12-23,1997-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162330,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162330,0
01D0299895,01,4,2013-12-23,2015-12-04,2,0,B-IF-PRV-CLIA-UPD_1054767.00,2016-07-18 02:12:20.000000,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.060864,0
01D0299895,02,4,2011-12-23,2013-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162239,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162239,0
01D0299895,03,4,2009-12-23,2011-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162254,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162254,0
01D0299895,04,4,2007-12-23,2009-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162265,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162265,0
01D0299895,05,4,2005-12-23,2007-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162276,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162276,0
01D0299895,06,4,2003-12-23,2005-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162287,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162287,0
01D0299895,07,4,2001-12-23,2003-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162297,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162297,0
01D0299895,08,4,1999-12-23,2001-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162308,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162308,0
01D0299895,09,4,1997-12-23,1999-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162319,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162319,0
01D0299900,10,3,1995-12-23,1997-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162437,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162437,0
01D0299900,01,4,2013-12-23,2015-12-22,2,0,B-IF-PRV-CLIA-UPD_1051373.00,2016-07-15 09:35:13.000000,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162340,0
01D0299900,02,4,2011-12-23,2013-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162351,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162351,0
01D0299900,03,4,2009-12-23,2011-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162362,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162362,0
01D0299900,04,4,2007-12-23,2009-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162373,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162373,0
01D0299900,05,4,2005-12-23,2007-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162383,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162383,0
01D0299900,06,4,2003-12-23,2005-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162394,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162394,0
01D0299900,07,4,2001-12-23,2003-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162405,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162405,0
01D0299900,08,4,1999-12-23,2001-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162416,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162416,0
01D0299900,09,4,1997-12-23,1999-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162426,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162426,0
01D0299928,01,3,2013-12-23,2015-12-22,2,0,B-IF-PRV-CLIA-UPD_1051373.00,2016-07-15 09:35:13.000000,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162447,0
01D0299928,02,3,2011-12-23,2013-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162458,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162458,0
01D0299928,03,3,2009-12-23,2011-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162469,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162469,0
01D0299928,04,3,2007-12-23,2009-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162479,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162479,0
01D0299928,05,3,2005-12-23,2007-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162491,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162491,0
01D0299928,06,3,2003-12-23,2005-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162501,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162501,0
01D0299928,07,3,2001-12-23,2003-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162512,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162512,0
01D0299928,08,3,1999-12-23,2001-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162523,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162523,0
01D0299928,09,3,1997-12-23,1999-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162533,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162533,0
01D0299928,10,3,1995-12-23,1997-12-22,2,0,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162544,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162544,0
01D0300027,01,1,2013-02-09,2015-02-08, ,0,B-IF-PRV-CLIA-UPD_723052.00,2015-10-07 10:28:03.000000,B-IF-PRV-CLIA-UPD_8943636.00,2014-02-06 10:41:49.162555,0
