p_sys_id,p_txn_tp_info_sk,p_txn_ty_cd,w_txn_drctn_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1277036,673622,837P,I,10,guestUser,2013-05-02 17:16:20.699000,guestUser,2013-05-02 17:16:20.699000
1277036,673623,835,O,11,guestUser,2013-05-02 17:16:20.700000,guestUser,2013-05-02 17:16:20.700000
1277234,673828,837P,I,0,guestUser,2013-05-03 12:53:23.761000,guestUser,2013-05-03 12:53:23.761000
1277314,674515,277,O,0,guestUser,2013-05-07 09:01:15.934000,guestUser,2013-05-07 09:01:15.934000
1277307,674903,277,O,0,guestUser,2013-05-10 13:51:19.685000,guestUser,2013-05-10 13:51:19.685000
1277612,675532,837P,I,0,guestUser,2013-05-16 11:52:50.807000,guestUser,2013-05-16 11:52:50.807000
1277314,674516,835,I,0,guestUser,2013-05-07 09:01:15.934000,guestUser,2013-05-07 09:01:15.934000
1277345,674690,835,O,0,guestUser,2013-05-07 14:48:06.342000,guestUser,2013-05-07 14:48:06.342000
1277345,674691,277,O,0,guestUser,2013-05-07 14:48:06.343000,guestUser,2013-05-07 14:48:06.343000
1277345,674692,270,I,0,guestUser,2013-05-07 14:48:06.343000,guestUser,2013-05-07 14:48:06.343000
1277345,674693,837P,I,0,guestUser,2013-05-07 14:48:06.343000,guestUser,2013-05-07 14:48:06.343000
1277345,674694,276,I,0,guestUser,2013-05-07 14:48:06.343000,guestUser,2013-05-07 14:48:06.343000
1277307,674904,837I,I,0,guestUser,2013-05-10 13:51:19.685000,guestUser,2013-05-10 13:51:19.685000
1277219,673606,835,O,0,guestUser,2013-05-02 16:10:13.948000,guestUser,2013-05-02 16:10:13.948000
1277219,673607,834,O,0,guestUser,2013-05-02 16:10:13.948000,guestUser,2013-05-02 16:10:13.948000
1277219,673608,820,O,0,guestUser,2013-05-02 16:10:13.949000,guestUser,2013-05-02 16:10:13.949000
1277219,673609,278,O,0,guestUser,2013-05-02 16:10:13.949000,guestUser,2013-05-02 16:10:13.949000
1277219,673610,277,O,0,guestUser,2013-05-02 16:10:13.950000,guestUser,2013-05-02 16:10:13.950000
1277219,673611,271,O,0,guestUser,2013-05-02 16:10:13.950000,guestUser,2013-05-02 16:10:13.950000
1277219,673612,837P,I,0,guestUser,2013-05-02 16:10:13.950000,guestUser,2013-05-02 16:10:13.950000
1277219,673613,837I,I,0,guestUser,2013-05-02 16:10:13.950000,guestUser,2013-05-02 16:10:13.950000
1277219,673614,837D,I,0,guestUser,2013-05-02 16:10:13.951000,guestUser,2013-05-02 16:10:13.951000
1277219,673615,835,I,0,guestUser,2013-05-02 16:10:13.951000,guestUser,2013-05-02 16:10:13.951000
1277219,673616,278,I,0,guestUser,2013-05-02 16:10:13.951000,guestUser,2013-05-02 16:10:13.951000
1277219,673617,276,I,0,guestUser,2013-05-02 16:10:13.951000,guestUser,2013-05-02 16:10:13.951000
1277219,673618,271,I,0,guestUser,2013-05-02 16:10:13.952000,guestUser,2013-05-02 16:10:13.952000
1277219,673619,270,I,0,guestUser,2013-05-02 16:10:13.952000,guestUser,2013-05-02 16:10:13.952000
1277307,674905,278,I,0,guestUser,2013-05-10 13:51:19.686000,guestUser,2013-05-10 13:51:19.686000
1277314,674517,837I,I,0,guestUser,2013-05-07 09:01:15.935000,guestUser,2013-05-07 09:01:15.935000
1277314,674518,837P,I,0,guestUser,2013-05-07 09:01:15.935000,guestUser,2013-05-07 09:01:15.935000
1277314,674519,270,I,0,guestUser,2013-05-07 09:01:15.935000,guestUser,2013-05-07 09:01:15.935000
1277314,674520,276,I,0,guestUser,2013-05-07 09:01:15.936000,guestUser,2013-05-07 09:01:15.936000
1277314,674521,835,O,0,guestUser,2013-05-07 09:01:15.936000,guestUser,2013-05-07 09:01:15.936000
1277227,675076,270,I,0,guestUser,2013-05-13 09:47:07.635000,guestUser,2013-05-13 09:47:07.635000
1277227,675077,276,I,0,guestUser,2013-05-13 09:47:07.635000,guestUser,2013-05-13 09:47:07.635000
1277227,675078,835,I,0,guestUser,2013-05-13 09:47:07.635000,guestUser,2013-05-13 09:47:07.635000
1277307,674906,276,I,0,guestUser,2013-05-10 13:51:19.686000,guestUser,2013-05-10 13:51:19.686000
1277227,675079,837P,I,0,guestUser,2013-05-13 09:47:07.635000,guestUser,2013-05-13 09:47:07.635000
1277227,675080,271,O,0,guestUser,2013-05-13 09:47:07.636000,guestUser,2013-05-13 09:47:07.636000
1277227,675081,277,O,0,guestUser,2013-05-13 09:47:07.637000,guestUser,2013-05-13 09:47:07.637000
1277227,675082,835,O,0,guestUser,2013-05-13 09:47:07.637000,guestUser,2013-05-13 09:47:07.637000
1277307,674907,270,I,0,guestUser,2013-05-10 13:51:19.686000,guestUser,2013-05-10 13:51:19.686000
1277307,674908,835,O,0,guestUser,2013-05-10 13:51:19.686000,guestUser,2013-05-10 13:51:19.686000
1277307,674909,271,O,0,guestUser,2013-05-10 13:51:19.687000,guestUser,2013-05-10 13:51:19.687000
1277307,674910,278,O,0,guestUser,2013-05-10 13:51:19.687000,guestUser,2013-05-10 13:51:19.687000
1277331,675083,835,O,0,guestUser,2013-05-13 09:47:08.179000,guestUser,2013-05-13 09:47:08.179000
1277314,674522,271,O,0,guestUser,2013-05-07 09:01:15.936000,guestUser,2013-05-07 09:01:15.936000
1277331,675084,277,O,0,guestUser,2013-05-13 09:47:08.179000,guestUser,2013-05-13 09:47:08.179000
1277331,675085,271,O,0,guestUser,2013-05-13 09:47:08.179000,guestUser,2013-05-13 09:47:08.179000
1277331,675086,837P,I,0,guestUser,2013-05-13 09:47:08.180000,guestUser,2013-05-13 09:47:08.180000
